Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1320799755,1530754831,1724850873,1975045362,2274710604,2435078534,2489845017,2692474989,2716964388,3189740055,3800766536,4476001946,5710107420,8030117556,9388663646,10048022370,12876366009,15719433719,18315007366,22526035941,28861759209,31055409443,32291306282,29907091340,33511383986,35699543051,41075570592,50622571586,59707404561,68790369107,76928290842,88959620136,1.04272E+11,1.20354E+11,1.35812E+11,1.44653E+11,1.59717E+11,1.77353E+11,1.68886E+11,1.65768E+11,1.71668E+11,1.69403E+11,1.66349E+11,1.61385E+11,1.691E+11,1.8157E+11,1.93536E+11,2.11597E+11,2.1928E+11,2.14046E+11,2.28638E+11,2.48514E+11,2.6263E+11,2.74013E+11,
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,335649984,356200000,387750016,410200000,457000000,508650000,549950016,598099984,646800016,668000032,723000000,731000000,802999968,912499968,1034500000,1124000000,1347999936,1669499968,1929499968,2251499968,2566000032,2819500000,2903500032,3076999968,3319000000,3639499936,3808500032,4152499968,3970386396,3563448320,3048896181,3068462060,3419474979,3481990761,3432356579,3911053180,4034037162,4663193916,5202215657,5372543554,7105529647,7566517572,7776459964,8140294080,8772197585,9672006169,10841723354,12275491273,13789720387,14587485644,15839344592,17710325578,18564264545,18550026035,
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,17536957227,17998848068,19618885273,23763192067,21155983115,24753078627,27004854798,26428127094,27640157136,30832319461,32291339279,34805101121,37751010365,45757017303,55630838423,63175972319,67287787750,79004639992,91924148166,1.01625E+11,1.07547E+11,1.0696E+11,1.07086E+11,1.01426E+11,1.01375E+11,1.05874E+11,1.21372E+11,1.33965E+11,1.33065E+11,1.28127E+11,1.30291E+11,1.33441E+11,1.22229E+11,1.24275E+11,1.10488E+11,1.26429E+11,1.32696E+11,1.38901E+11,1.43025E+11,1.42111E+11,1.53864E+11,1.45793E+11,1.57552E+11,1.79173E+11,2.06564E+11,2.3706E+11,2.83321E+11,3.38985E+11,4.0749E+11,4.07175E+11,4.50893E+11,5.02249E+11,5.38152E+11,5.83955E+11,
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22387561845,23678012697,23822087053,25432144406,23386945597,21774273832,23289671102,26878499206,34658113497,41574530816,45416358502,50436294495,60065225494,70461454280,62636688809,59643818182,62241414803,56479515972,57868674298,
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3476346281,2111405826,1806285587,2124933516,2695499730,2970865203,3242667331,3757500381,4088703120,3664503846,3507981946,3214632479,2826481072,3660483886,4154289832,4879738636,5885325590,6548530572,6584649419,6622541529,7516834160,7890216508,8459326660,
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34559392151,38514171470,39900742712,42925508501,46166297229,46448783683,47070176268,48548470550,48965869806,47110416254,53533393255,67366285759,84738408726,1.03157E+11,1.1189E+11,1.14238E+11,1.3858E+11,1.56579E+11,1.2936E+11,1.29586E+11,1.3944E+11,1.26825E+11,1.33424E+11,
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,5980840376,7467363479,8798957442,9656740014,9849117953,11605084560,17171181163,27227711000,32147953008,39328674730,48396143466,54298158340,55122620334,78013206037,92473878832,94715163814,85369201879,87612439197,87338874330,80060657612,75929617715,88787623310,1.01455E+11,1.14426E+11,1.28168E+11,1.39116E+11,1.58007E+11,1.76892E+11,2.02132E+11,2.2737E+11,2.15749E+11,95445548017,1.40001E+11,1.65021E+11,1.60447E+11,1.95661E+11,2.34772E+11,2.56837E+11,2.85869E+11,3.64571E+11,4.32217E+11,5.10245E+11,5.3958E+11,7.09191E+11,8.45932E+11,8.76719E+11,8.68346E+11,
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914727080.6,1023086919,1180919719,1382548250,1567465657,1563667800,1614595291,1897606791,2264911807,2758117365,2915710378,3437450712,4075664785,,,,,,,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,37679274491,39920452403,42900864970,49271095508,57470781033,60599264112,46669801600,51014155360,54016411987,59472993627,63517182000,68532271313,72716595884,87014945186,1.01271E+11,1.002E+11,1.04518E+11,1.23618E+11,1.39709E+11,1.55674E+11,1.89594E+11,1.96883E+11,2.04234E+11,2.2209E+11,2.15878E+11,2.36589E+11,2.53352E+11,2.83927E+11,3.01791E+11,3.01234E+11,3.26608E+11,2.74842E+11,2.93262E+11,2.84194E+11,3.33014E+11,3.666E+11,3.99787E+11,4.2316E+11,4.28741E+11,4.66867E+11,4.76609E+11,4.93954E+11,5.23969E+11,6.18356E+11,7.21586E+11,8.34215E+11,9.49117E+11,1.2387E+12,1.2241E+12,1.36537E+12,1.70846E+12,1.8801E+12,1.85874E+12,1.8768E+12,
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1939329775,2088012282,2260349684,2430843768,2766608946,2945704143,3104034393,3343636773,3278584478,3787077344,4391605368,5093158873,6311752164,7473702682,7888974406,9474337979,9444316303,11237107982,14633369073,18301041747,21726139828,20649549626,21453309971,20745312127,20086571282,21248773965,28685898580,33886647355,37735178884,39199211073,49256398072,49737787045,55862700255,52365135830,57040641343,69070783965,75695885207,82654657116,89810328137,98541501705,99317573706,1.08455E+11,1.27215E+11,1.63476E+11,1.93043E+11,2.10358E+11,2.30523E+11,2.69283E+11,2.73732E+11,2.33542E+11,2.18435E+11,2.37772E+11,2.21966E+11,2.32077E+11,
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,6154739685,6706096865,7425389720,8447898398,9482344576,10588052396,13203457893,16346614632,25789290845,44331002246,48942018417,63626810883,74816947679,73033383216,86168280190,90041228622,97085719579,1.21527E+11,1.47223E+11,1.53067E+11,1.70673E+11,1.98775E+11,1.27852E+11,1.16306E+11,1.14003E+11,1.16035E+11,,,60088309491,67128216023,90829495171,1.10573E+11,1.05299E+11,1.02662E+11,1.04656E+11,1.01287E+11,1.15438E+11,1.16421E+11,1.3541E+11,1.63227E+11,1.92015E+11,2.22881E+11,2.86058E+11,3.55988E+11,3.62661E+11,4.22568E+11,5.28426E+11,5.02729E+11,3.68904E+11,
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1683918697,1831479752,1954399418,1978199407,2340239248,,,,2896947553,3008120891,3281713715,3865346441,4113848154,5134367502,11516762346,13458516450,17754825188,19838130253,23762275099,37816456960,53405687888,38424990641,42595309679,40595050175,46808830635,48291501126,47134059506,56617488896,62511498166,65650230207,1.79911E+11,,,,,,,,,,,,,,36627901762,49954890353,65141035028,88837727881,1.31612E+11,1.11661E+11,1.38517E+11,1.8575E+11,2.16044E+11,2.29327E+11,
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,248434097,253885656.3,284916516.2,340061650.1,434267936.9,523694949.4,628893310.4,621225962.2,474399471.6,414709311.4,532726022.7,677913409.1,849251076.4,1167637524,1532511556,1422958230,1688573695,2233756575,2540540851,2886055048,3420074912,3532928255,3243284168,2797570137,2897187132,3018165480,4035231346,5583425615,6176445715,5737417173,6542685705,6988721005,7161930160,6289671159,6462503423,7205069434,7526269561,7620750787,8489958187,8951369525,8947860486,8147162010,9184959476,11324394791,13736980298,16798507502,17101040182,21446741082,17599245766,12823849535,13261035517,14665793477,14182614909,15330057867,
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2887081901,3486954461,2596553912,2992170981,3405458502,3663345598,3980013325,3921085398,3959154192,4568013078,5372301095,5573108413,7173788441,9242160982,12567588804,12336986760,12475947718,13776267566,13618844019,17511335263,21780968646,23196333205,24572712049,27435501837,26042767127,24122660959,29701444276,35476344266,43892480102,44599772802,52490325648,59170288070,65771216221,65925582473,74669718187,99319560111,1.09161E+11,1.13365E+11,1.14993E+11,1.16277E+11,1.31451E+11,1.29597E+11,1.19876E+11,1.25467E+11,1.34021E+11,1.41213E+11,1.52231E+11,1.76674E+11,2.13921E+11,2.06479E+11,2.32908E+11,2.58418E+11,2.57206E+11,2.90551E+11,
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,40385288344,44842760293,50383891899,57710743060,63175417019,67978153851,73654870011,81133120065,87942231678,97085082807,1.13062E+11,1.24306E+11,1.44834E+11,1.74977E+11,1.98979E+11,2.27027E+11,2.24058E+11,2.5684E+11,3.14133E+11,3.92521E+11,4.75856E+11,4.29438E+11,4.26018E+11,4.41742E+11,4.36602E+11,4.5089E+11,6.38506E+11,8.03348E+11,8.88991E+11,9.25935E+11,1.17775E+12,1.24256E+12,1.31629E+12,1.06183E+12,1.09599E+12,1.17121E+12,1.30941E+12,1.23951E+12,1.26679E+12,1.24906E+12,1.14221E+12,1.16278E+12,1.26704E+12,1.57033E+12,1.7992E+12,1.85347E+12,1.94343E+12,2.20397E+12,2.39196E+12,2.18611E+12,2.12662E+12,2.27823E+12,2.09176E+12,2.14948E+12,
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,699064357.3,748043414.1,777727657,826706669,897948941.6,972159571.2,1096759516,1148014336,1083839096,1191239556,1404720459,1539862371,1875146657,1905861157,2375122421,2860442775,2966042882,3249733207,2644527877,2425064186,2679379401,2979027961,3293496303,3619262288,2373564501,2100239027,2754549678,3287007232,3828342820,4404938028,4592208212,4106205952,3535452386,4891215397,4938132518,5813471982,6527302708,7472532258,8742153397,8830909008,9008629729,9104515930,9718989517,9430236065,10173234921,11075778481,11903020644,12820055025,13676837630,12125023181,13230844040,14433926129,14794802081,14362262585,
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,599759760.1,657999736.8,631679747.3,561119775.6,698879720.4,639519744.2,678159728.7,788479684.6,943783839.7,1197483949,1363073498,1708822440,2096778602,2602535813,3271368781,3909708819,4384247336,4680673604,4920692191,4967162160,4993512829,6402001909,6756417469,6277331602,4221121314,4159928734,4344467193,5311188450,5606237931,6237650243,6727446669,6928359295,7244402975,7910621093,8147494329,8457923945,8972965061,9580161951,10193023726,11407566660,12588665456,15056937136,17110609939,21971835283,23818322958,26425379437,28840263380,31015239545,33678500148,
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,44307342950,53508617739,60723018684,69498131797,81749006382,90950278258,1.05628E+11,1.23782E+11,1.46601E+11,1.72204E+11,2.09071E+11,2.36155E+11,3.12738E+11,4.24891E+11,4.71643E+11,5.12861E+11,5.76406E+11,7.09405E+11,9.96742E+11,1.03745E+12,1.08699E+12,1.20147E+12,1.11684E+12,1.21811E+12,1.29461E+12,1.38453E+12,2.05106E+12,2.48524E+12,3.01539E+12,3.01705E+12,3.1037E+12,3.5368E+12,3.85279E+12,4.41496E+12,4.85035E+12,5.33393E+12,4.70619E+12,4.32428E+12,3.91457E+12,4.4326E+12,4.7312E+12,4.15986E+12,3.98082E+12,4.30294E+12,4.6558E+12,4.57187E+12,4.35675E+12,4.35635E+12,4.84918E+12,5.03514E+12,5.49539E+12,5.90563E+12,5.95448E+12,4.91956E+12,
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932728899,24881135586,24906939560,23409027476,21250839258,20374307047,21035357833,22165932063,22135245413,16870817135,18291990619,22152689130,24636598581,30833692831,43151647003,57123671734,81003864916,1.0485E+11,1.33442E+11,1.15309E+11,1.48047E+11,1.88049E+11,2.03517E+11,2.31876E+11,
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,791261028.4,792955032.3,868106539.4,926584160.5,998753741.5,997913732.5,1164513153,1232552605,1353287880,1458371250,1603438379,1778381330,2107267356,2502136630,2973313898,3259341976,3474561079,4494357586,5303723446,6234398619,7265303092,6854490191,6431594078,5979205950,6191426332,6135040561,7239145307,7970816494,8355380879,8283101227,8572346693,8151479004,8209129172,5751789915,7148145376,9046326060,12045858436,13115773738,14093998844,12896013577,12705357103,12986007426,13147743911,14904517650,16095337094,18737897745,25825524821,31958195182,35895153328,37021512049,40000138831,41954989658,50334699324,55243056201,
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674000000,2570833333,2316562400,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249062025,1369691955,1525113501,1605640633,1919012781,2211535312,2459876152,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7226303261,
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,637142865.7,642857134.3,660000008.6,728571437.1,782857128.6,868571428.6,914285714.3,962857134.3,1065714249,978873267.5,718401145.9,969911437.9,505549460.3,702899173.5,588443893.7,,,,,,,,,,,,,,,,,,,2533727592,2791435219,3441205624,3506695723,3443413332,3120425503,3517242477,3654031716,3979813388,4284028138,4658246907,5337833256,6293046162,7274424519,8639164917,10351829066,10401935532,11242266334,12829541141,14054443213,15238689686,
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,14295279.54,15278632.48,18936526.95,31710657.73,85637174.37,55081816.99,41109627.28,38748059.44,45210026.32,42620165.44,27935549.99,29307055.85,29659194.64,29432432.43,28646774.9,21294783.16,20572860.96,23924520.38,30842253.3,29558753.76,28413863.09,47797290.48,49724297.12,48613286.35,56200272.83,57610627.71,67866425.46,69152456.24,67097398.61,70596128.71,67512714.52,63101272.37,72259045.96,90148518.06,102220914.8,106147384.5,104668674.7,123005089.6,135044455.6,127125253.5,150431113.6,172253739,174984468.8,168951535,
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,12366635.58,12483301.96,12541635.15,12833301.08,13416632.95,13593932.43,14469078.29,16742338.59,14600000,15850000,16300000,19624746.42,22944848.51,24196018.48,31514856.72,33364054.13,30095602.18,29888888.36,34259258.65,39888888.18,47999999.15,56555554.56,59925924.87,59666665.61,70037035.8,77999998.62,94148146.49,108185183.3,126666664.4,143259256.7,159200367.6,164574441.5,181815552.3,198341107.6,221740736.8,230740736.7,245555551.2,275089909.1,287324365.9,305008717.2,420086426.4,460467993.8,480825573.9,463418870.6,501150880,543169953.4,636070988.8,684148691.6,734660333.3,708891296.3,692457407.4,728050629.6,731919888.9,765870666.7,
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,3891849048,2357059045,2745939978,3863726949,3358134143,3017614366,3806043709,4702747059,5955336766,7475692344,9409775889,10418262999,11367558350,14538310906,20426484041,22797520661,31354545455,40255785124,54273760331,69731818182,67802380521,76240987915,81639218690,90524009024,99983374277,1.0373E+11,1.19774E+11,1.50987E+11,2.02308E+11,2.48769E+11,2.84757E+11,3.32325E+11,3.56118E+11,3.91963E+11,4.58704E+11,5.5933E+11,6.03413E+11,5.60485E+11,3.76482E+11,4.86315E+11,5.61633E+11,5.33052E+11,6.0902E+11,6.80521E+11,7.64881E+11,8.98134E+11,1.0118E+12,1.12268E+12,1.00222E+12,9.01935E+11,1.0945E+12,1.20246E+12,1.22281E+12,1.30455E+12,
Kosovo,,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849196082,2535333632,2702427047,3355083117,3639935348,3743116980,3918184455,4694507127,5687488209,5653860934,5830320265,6692502502,6499938584,7071959241,
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,2097199075,2391198945,2441598923,2662798826,2769198779,2873638822,3880392338,4450537866,5408804503,13006948809,12022811524,13132252303,14137407257,15503557923,24749064363,28638869294,25058021180,21577153433,20871081552,21700083143,21445970693,17903989900,22368703293,20690321183,24313856915,18427778571,11009955543,19858555905,23941392355,24848484745,27191687674,31492937201,30350433060,25946185994,30120888964,37718011469,34890773740,38138801497,47875837662,59440511982,80797945205,1.01561E+11,1.14722E+11,1.47402E+11,1.05911E+11,1.15429E+11,1.54032E+11,1.74045E+11,1.75831E+11,
Latin America & Caribbean (developing only),LAC,GDP (current US$),NY.GDP.MKTP.CD,73099079136,76800622704,88557486220,88705555563,98826742067,1.07118E+11,1.17399E+11,1.20363E+11,1.30028E+11,1.45092E+11,1.57555E+11,1.74822E+11,1.98015E+11,2.58431E+11,3.43912E+11,3.70468E+11,4.10817E+11,4.49272E+11,5.09044E+11,6.0185E+11,7.09161E+11,8.17393E+11,7.68545E+11,6.83937E+11,6.72304E+11,6.94551E+11,7.06194E+11,7.38784E+11,8.4561E+11,9.24181E+11,1.07983E+12,1.14399E+12,1.23519E+12,1.44421E+12,1.70356E+12,1.79536E+12,1.94042E+12,2.12233E+12,2.12739E+12,1.9148E+12,2.11942E+12,2.06392E+12,1.81255E+12,1.86272E+12,2.134E+12,2.59209E+12,3.04293E+12,3.60973E+12,4.21348E+12,3.94994E+12,4.89706E+12,5.48825E+12,5.47245E+12,5.65737E+12,
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,1757142806,2366666616,1776842041,1087273076,598961279.4,714046803.2,865559856.2,1028087947,1127806918,1327748655,1543606382,1763536299,1873671511,1747011884,1280177847,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735550177,3452895836,4222945530,5443930125,5832882922,7181441152,8254088067,9359185244,11242526454,
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313539979,2717998713,2838485398,4451497337,5545921821,7535259914,9599127189,11718795352,13690217121,15751867489,17247179483,17391056437,17260364842,17649751244,19152238806,20082918740,20955223881,21287562189,21796351575,24577114428,28829850746,35139635158,38009950249,40078938640,43205095854,44352418120,
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,190495648,183920944,191861808,200229616,218929096,229260776,244459452,261024284,276820652,306961824,323099728,341543056,368098032,386968288,486955024,577549312,596675728,673010608,717240448,814067872,854711504,846514496,863933152,823374944,848478336,851296080,840964416,972800000,1038300000,786300000,384400000,348000000,223500000,160400000,132200000,134800000,159400000,295900000,359599999,441800019.4,529064646.7,515000000,536000000,409000000,467000000,542000000,604028581.8,739026892.2,850040458.8,1155146230,1292696476,1537753885,1733828405,1950960138,
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28904898118,31992732972,33887047909,30660051911,28610549763,25541379187,27884615385,30700897875,27251534530,30484399896,33896600871,28420321952,19842519685,24062500000,33384615385,44000000000,56484375000,71803278689,93167701863,62360446571,74755288917,34699395524,81873662519,74199528672,
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,103444442.6,133414812.5,152244441.8,143588886.4,154503701,197088885.4,189166663.3,225777773.8,242385180.9,273977772.9,311511105.6,397192585.6,431470362.8,477996287.9,492029620.9,517566657.5,560811101.2,566370360.4,604411100.4,657529581,692507395.2,780895356.6,738755098.1,741966023.9,805836689.5,885242280.7,935463205.7,1066944389,1143476980,1171371519,1176607815,1244297407,1289531852,1302666704,1335764111,
Latin America & Caribbean (all income levels),LCN,GDP (current US$),NY.GDP.MKTP.CD,81143000828,86168729870,99183541815,99489366416,1.10702E+11,1.19568E+11,1.31111E+11,1.34268E+11,1.44626E+11,1.61959E+11,1.76072E+11,1.9658E+11,2.2104E+11,2.89391E+11,3.75891E+11,3.94561E+11,4.38759E+11,4.83046E+11,5.47773E+11,6.5168E+11,7.73057E+11,8.90036E+11,8.32996E+11,7.40088E+11,7.29986E+11,7.50542E+11,7.64088E+11,8.03934E+11,9.18017E+11,1.00333E+12,1.16727E+12,1.24048E+12,1.3443E+12,1.56104E+12,1.83499E+12,1.94884E+12,2.10368E+12,2.30133E+12,2.31152E+12,2.0958E+12,2.3124E+12,2.25668E+12,1.99935E+12,2.06075E+12,2.36439E+12,2.85977E+12,3.35164E+12,3.94935E+12,4.5799E+12,4.30098E+12,5.30862E+12,5.94915E+12,5.95217E+12,6.15828E+12,
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,1.15503E+11,1.16013E+11,1.15985E+11,1.08462E+11,1.09119E+11,1.18344E+11,1.28437E+11,1.41602E+11,1.44746E+11,1.46548E+11,1.52394E+11,1.56931E+11,1.38447E+11,1.40152E+11,1.30608E+11,1.48933E+11,1.58776E+11,1.68095E+11,1.68787E+11,1.70262E+11,1.94071E+11,1.86106E+11,2.01017E+11,2.25334E+11,2.62896E+11,3.09153E+11,3.70797E+11,4.55653E+11,5.60179E+11,5.54362E+11,6.21227E+11,6.99703E+11,7.42272E+11,8.04442E+11,
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,22012739236,22798329835,24739733631,29482855232,25452794300,29531193208,32528409340,32953202869,34333489139,38415476161,40062167612,42760770976,41703762955,50844621675,64070229619,80520060396,66984230886,74843899234,89699283623,99902425553,1.08691E+11,1.08015E+11,1.08902E+11,1.02071E+11,99915536406,1.04475E+11,1.13137E+11,1.20017E+11,1.29619E+11,1.30222E+11,1.39194E+11,1.41044E+11,1.29696E+11,1.28099E+11,1.1892E+11,1.36471E+11,1.52565E+11,1.58665E+11,1.62436E+11,1.61861E+11,1.78871E+11,1.685E+11,1.76501E+11,1.93556E+11,2.16796E+11,2.42141E+11,2.8035E+11,3.31185E+11,3.90783E+11,4.17888E+11,4.55387E+11,5.06291E+11,5.61067E+11,6.1271E+11,
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,90099360.77,104889797.8,124940284.9,165928854,193980461.9,246389070.1,272489354.1,303493105.4,436912093.1,503173087.2,534699256.8,511647837.1,522096760.5,524023708.3,502620920.7,529073612.5,779357947,1052849231,1161757671,1119983791,1421508901,1484160640,1631176617,1673085623,1948128896,2428524750,2504013004,2298390584,2479698579,2664105901,2483890594,2491800559,2688617885,3070803431,3454374261,3658356378,3988775844,4602346923,4929414915,4826167676,,,,,
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1419629929,1454342131,1458609620,1241387714,1321840726,1698319328,1751470588,1859465021,1801176471,1965546218,2296470588,2369308600,2553936348,2875625000,3574586466,3791298146,3591319857,4104509583,2733183857,3364611432,4024621900,4415844156,4768765017,5167913302,6043474843,5978460972,6405210564,6682167120,6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091930836,15794972847,15656342016,16330810304,15746224410,17102623876,18881765437,20662525941,24405791045,28267410543,32351184234,40715240469,42067974595,49567521670,59178013928,59393056426,67182015336,
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,86820786532,92286578307,94674837408,1.05686E+11,1.20358E+11,1.29168E+11,1.14863E+11,1.22092E+11,1.31139E+11,1.46299E+11,1.61685E+11,1.68406E+11,1.82504E+11,2.17001E+11,2.76106E+11,2.99611E+11,3.37911E+11,3.887E+11,4.33539E+11,4.92073E+11,6.14511E+11,6.50379E+11,6.5656E+11,6.42818E+11,6.3493E+11,6.63894E+11,6.91178E+11,7.60939E+11,7.97231E+11,8.08755E+11,8.66493E+11,8.33016E+11,8.724E+11,8.74288E+11,9.51141E+11,1.067E+12,1.16399E+12,1.20085E+12,1.07535E+12,1.17228E+12,1.24101E+12,1.25377E+12,1.34697E+12,1.54309E+12,1.76908E+12,2.04172E+12,2.42926E+12,2.99972E+12,3.33713E+12,3.41605E+12,4.30748E+12,4.87089E+12,5.0433E+12,5.23409E+12,
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,2.7704E+11,2.66641E+11,2.78758E+11,2.99673E+11,3.3344E+11,3.68383E+11,3.80917E+11,3.91144E+11,4.1381E+11,4.62538E+11,5.06176E+11,5.45512E+11,6.09611E+11,7.70916E+11,9.85036E+11,1.08862E+12,1.1776E+12,1.32475E+12,1.44181E+12,1.71446E+12,2.00326E+12,2.15493E+12,2.13989E+12,2.09591E+12,2.12616E+12,2.23886E+12,2.3385E+12,2.41062E+12,2.61151E+12,2.7725E+12,3.17229E+12,3.22093E+12,3.42752E+12,3.70318E+12,4.13594E+12,4.66038E+12,5.11208E+12,5.41859E+12,5.3651E+12,5.30419E+12,5.74009E+12,5.75245E+12,5.81331E+12,6.52294E+12,7.64633E+12,9.02517E+12,1.06315E+13,1.31005E+13,1.56089E+13,1.55776E+13,1.88762E+13,2.19064E+13,2.31105E+13,2.45477E+13,
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,34579986.18,35699985.73,41859983.27,47039981.2,51939979.24,54879978.07,56699977.34,59261976.32,61445975.45,65967973.64,68739972.53,76480285.11,80915356.83,121188698.6,150851315.7,149558945.4,147659999.9,193314999.8,266569999.8,290134729.7,431542682.2,434174015.4,326943105.1,355443856.1,302993843.6,247680797,290586782.6,369345623,429740033.7,451447042.2,544578771.2,608767924,720543405.4,721599288,755041471.9,859092080.8,815937451,859816180.5,819422421.8,801540664.7,771258553.7,706393604.9,656750018.2,969160943.4,1234197711,1368346468,1428842600,1597484736,1630667593,1708772782,2175685681,2487352968,2328196275,2334989648,
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10506695074,10287023246,8562311027,7424597884,6958636950,7904895791,8426600000,10128700000,11254050000,10971375000,11434200000,12159225000,14163949142,18608709857,22659294573,26085307222,30246361657,39325985931,47438363056,37050081723,36709511568,43083067994,42343559196,45931968474,
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,703925705.9,704145671.4,741509480.8,791140595.8,903158753.9,921600736.3,968440149.5,974721762.5,1066447131,1234878981,1519040258,1582609657,1981628448,2719572345,3317449358,3254610947,3567483490,3948591334,4916865633,5748868602,6272826045,5266077684,4795757990,4714376726,4624988690,4769597867,6966599241,8670639762,9814025891,10459570434,13315901255,14415689073,16170973400,16594891558,18445827827,21729575807,21630543713,19460337844,20340193376,22267745365,21303021927,20998210291,23285902503,29095033860,34209333656,37023578570,41779066643,49207986176,54963951912,50141325205,52143650383,58956127431,56292381076,60130847624,
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,5715853653,6827011059,7690315589,7447002857,6756418264,4848056772,4467987271,5060854731,5235719779,5585292783,6133234180,6616957681,7288524473,7833068425,8313047744,9314784080,11186452601,13761569545,16041840426,19935046397,28765687042,33669367720,25875781250,24009680460,28480338368,28372577697,30956691628,
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,1021654718,1016585687,1182693473,1222072821,1376075268,1786734514,2087122776,2478807841,2990180516,3464946372,4581185871,5280218135,5868546011,6560672251,6628525683,6674552885,6186475688,5916957025,6101794939,6514271488,7008026415,7926373572,10258324479,11792570016,14568709574,18054684854,20731022857,21313263933,28359706123,36634742799,42981497744,51753094764,
